Total tasks exported: 267
ategory,scene_name,object_name,task_name,video_url,src,poster
Eval Rollout,Untie shoelaces or gifts,Gift / Untie,Office,Gift,Untie,https://dreamzero0.github.io/evals_gallery/videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.mp4,videos/ASYNCUNSEEN_003_small.jpg
Training Data (AgiBot),Place flower into vase,Other / Place,Home,Other,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_328_small.mp4,videos/DATAVIZ_TASK3578_328_small.mp4,videos/DATAVIZ_TASK3578_328_small.jpg
Training Data (AgiBot),Water potted plant with watering can,Other / Pour,Home,Other,Pour,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_330_small.mp4,videos/DATAVIZ_TASK3578_330_small.mp4,videos/DATAVIZ_TASK3578_330_small.jpg
Training Data (AgiBot),Place charger in the cabinet,Cable / Place,Home,Cable,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_333_small.mp4,videos/DATAVIZ_TASK3578_333_small.mp4,videos/DATAVIZ_TASK3578_333_small.jpg
Training Data (AgiBot),Place fork into box,Kitchenware / Place,Kitchen,Kitchenware,Place,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_337_small.mp4,videos/DATAVIZ_TASK3578_337_small.mp4,videos/DATAVIZ_TASK3578_337_small.jpg
Training Data (AgiBot),Fold the napkin,Tissue / Fold,Home,Tissue,Iron,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_344_small.mp4,videos/DATAVIZ_TASK3578_344_small.mp4,videos/DATAVIZ_TASK3578_344_small.jpg
Training Data (AgiBot),Close the toilet lid,Other / Close,Bathroom,Other,Arrange,https://dreamzero0.github.io/training_data_gallery/videos/DATAVIZ_TASK3578_358_small.mp4,videos/DATAVIZ_TASK3578_358_small.mp4,videos/DATAVIZ_TASK3578_358_small.jpg
30 Min Play Data (YAM),Pick up the pipe and insert it into the slot.,Pipe / Pipe insertion,Office,Pipe,Pipe insertion,https://dreamzero0.github.io/yam_gallery/videos/episode_000000_processed_small.mp4,videos/episode_000000_processed_small.mp4,videos/episode_000000_processed_small.jpg
30 Min Play Data (YAM),Pick up the pipe and insert it into the slot.,Pipe / Pipe insertion,Office,Pipe,Pipe insertion,https://dreamzero0.github.io/yam_gallery/videos/episode_000001_processed_small.mp4,videos/episode_000001_processed_small.mp4,videos/episode_000001_processed_small.jpg
30 Min Play Data (YAM),Pick up the black cube and place it on the red halo pad.,Cube / Cube to pad,Unknown,Cube,Cube to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000002_processed_small.mp4,videos/episode_000002_processed_small.mp4,videos/episode_000002_processed_small.jpg
30 Min Play Data (YAM),Pick up the pipe and insert it into the slot.,Pipe / Pipe insertion,Office,Pipe,Pipe insertion,https://dreamzero0.github.io/yam_gallery/videos/episode_000003_processed_small.mp4,videos/episode_000003_processed_small.mp4,videos/episode_000003_processed_small.jpg
30 Min Play Data (YAM),Pick up the pipe and insert it into the slot.,Pipe / Pipe insertion,Office,Pipe,Pipe insertion,https://dreamzero0.github.io/yam_gallery/videos/episode_000004_processed_small.mp4,videos/episode_000004_processed_small.mp4,videos/episode_000004_processed_small.jpg
30 Min Play Data (YAM),Pick up the pipe and insert it into the slot.,Pipe / Pipe insertion,Office,Pipe,Pipe insertion,https://dreamzero0.github.io/yam_gallery/videos/episode_000005_processed_small.mp4,videos/episode_000005_processed_small.mp4,videos/episode_000005_processed_small.jpg
30 Min Play Data (YAM),Pick up the black cube and place it on the red halo pad.,Cube / Cube to pad,Unknown,Cube,Cube to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000006_processed_small.mp4,videos/episode_000006_processed_small.mp4,videos/episode_000006_processed_small.jpg
30 Min Play Data (YAM),Pick up the black cube and place it on the red halo pad.,Cube / Cube to pad,Unknown,Cube,Cube to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000007_processed_small.mp4,videos/episode_000007_processed_small.mp4,videos/episode_000007_processed_small.jpg
30 Min Play Data (YAM),Pick up the black cube and place it on the red halo pad.,Cube / Cube to pad,Unknown,Cube,Cube to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000008_processed_small.mp4,videos/episode_000008_processed_small.mp4,videos/episode_000008_processed_small.jpg
30 Min Play Data (YAM),Pick up the black cube and place it on the red halo pad.,Cube / Cube to pad,Unknown,Cube,Cube to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000009_processed_small.mp4,videos/episode_000009_processed_small.mp4,videos/episode_000009_processed_small.jpg
30 Min Play Data (YAM),"With both grippers fold the towel from bottom to top, then with the left gripper fold the towel from left to right.",Towel / Towel fold,Bathroom,Towel,Towel fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000010_processed_small.mp4,videos/episode_000010_processed_small.mp4,videos/episode_000010_processed_small.jpg
30 Min Play Data (YAM),Fold the t-shirt.,Shirt / T-shirt fold,Home,Shirt,T-shirt fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000011_processed_small.mp4,videos/episode_000011_processed_small.mp4,videos/episode_000011_processed_small.jpg
30 Min Play Data (YAM),Fold the t-shirt.,Shirt / T-shirt fold,Home,Shirt,T-shirt fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000012_processed_small.mp4,videos/episode_000012_processed_small.mp4,videos/episode_000012_processed_small.jpg
30 Min Play Data (YAM),"With both grippers fold the towel from bottom to top, then with the left gripper fold the towel from left to right.",Towel / Towel fold,Bathroom,Towel,Towel fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000013_processed_small.mp4,videos/episode_000013_processed_small.mp4,videos/episode_000013_processed_small.jpg
30 Min Play Data (YAM),Fold the t-shirt.,Shirt / T-shirt fold,Home,Shirt,T-shirt fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000014_processed_small.mp4,videos/episode_000014_processed_small.mp4,videos/episode_000014_processed_small.jpg
30 Min Play Data (YAM),Fold the t-shirt.,Shirt / T-shirt fold,Home,Shirt,T-shirt fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000015_processed_small.mp4,videos/episode_000015_processed_small.mp4,videos/episode_000015_processed_small.jpg
30 Min Play Data (YAM),"With both grippers fold the towel from bottom to top, then with the left gripper fold the towel from left to right.",Towel / Towel fold,Bathroom,Towel,Towel fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000016_processed_small.mp4,videos/episode_000016_processed_small.mp4,videos/episode_000016_processed_small.jpg
30 Min Play Data (YAM),Pick up the black bar and place it on the red horizontal pad.,Bar / Bar to pad,Unknown,Bar,Bar to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000017_processed_small.mp4,videos/episode_000017_processed_small.mp4,videos/episode_000017_processed_small.jpg
30 Min Play Data (YAM),"With both grippers fold the towel from bottom to top, then with the left gripper fold the towel from left to right.",Towel / Towel fold,Bathroom,Towel,Towel fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000018_processed_small.mp4,videos/episode_000018_processed_small.mp4,videos/episode_000018_processed_small.jpg
30 Min Play Data (YAM),Fold the t-shirt.,Shirt / T-shirt fold,Home,Shirt,T-shirt fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000019_processed_small.mp4,videos/episode_000019_processed_small.mp4,videos/episode_000019_processed_small.jpg
30 Min Play Data (YAM),Hand off the cube from left to right hand and place it on the red pad.,Cube / Hand off cube,Unknown,Cube,Hand off cube,https://dreamzero0.github.io/yam_gallery/videos/episode_000020_processed_small.mp4,videos/episode_000020_processed_small.mp4,videos/episode_000020_processed_small.jpg
30 Min Play Data (YAM),Pick up the black bar and place it on the red horizontal pad.,Bar / Bar to pad,Unknown,Bar,Bar to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000021_processed_small.mp4,videos/episode_000021_processed_small.mp4,videos/episode_000021_processed_small.jpg
30 Min Play Data (YAM),Pick up the black bar and place it on the red horizontal pad.,Bar / Bar to pad,Unknown,Bar,Bar to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000022_processed_small.mp4,videos/episode_000022_processed_small.mp4,videos/episode_000022_processed_small.jpg
30 Min Play Data (YAM),Hand off the cube from left to right hand and place it on the red pad.,Cube / Hand off cube,Unknown,Cube,Hand off cube,https://dreamzero0.github.io/yam_gallery/videos/episode_000023_processed_small.mp4,videos/episode_000023_processed_small.mp4,videos/episode_000023_processed_small.jpg
30 Min Play Data (YAM),Pick up the black bar and place it on the red horizontal pad.,Bar / Bar to pad,Unknown,Bar,Bar to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000024_processed_small.mp4,videos/episode_000024_processed_small.mp4,videos/episode_000024_processed_small.jpg
30 Min Play Data (YAM),Hand off the cube from left to right hand and place it on the red pad.,Cube / Hand off cube,Unknown,Cube,Hand off cube,https://dreamzero0.github.io/yam_gallery/videos/episode_000025_processed_small.mp4,videos/episode_000025_processed_small.mp4,videos/episode_000025_processed_small.jpg
30 Min Play Data (YAM),"With both grippers fold the towel from bottom to top, then with the left gripper fold the towel from left to right.",Towel / Towel fold,Bathroom,Towel,Towel fold,https://dreamzero0.github.io/yam_gallery/videos/episode_000026_processed_small.mp4,videos/episode_000026_processed_small.mp4,videos/episode_000026_processed_small.jpg
30 Min Play Data (YAM),Hand off the cube from left to right hand and place it on the red pad.,Cube / Hand off cube,Unknown,Cube,Hand off cube,https://dreamzero0.github.io/yam_gallery/videos/episode_000027_processed_small.mp4,videos/episode_000027_processed_small.mp4,videos/episode_000027_processed_small.jpg
30 Min Play Data (YAM),Pick up the black bar and place it on the red horizontal pad.,Bar / Bar to pad,Unknown,Bar,Bar to pad,https://dreamzero0.github.io/yam_gallery/videos/episode_000028_processed_small.mp4,videos/episode_000028_processed_small.mp4,videos/episode_000028_processed_small.jpg
30 Min Play Data (YAM),Hand off the cube from left to right hand and place it on the red pad.,Cube / Hand off cube,Unknown,Cube,Hand off cube,https://dreamzero0.github.io/yam_gallery/videos/episode_000029_processed_small.mp4,videos/episode_000029_processed_small.mp4,videos/episode_000029_processed_small.jpg
30 Min Play Data (YAM),Move the green bar to rack,Rack / Bar to rack,Office,Rack,Bar to rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000030_processed_small.mp4,videos/episode_000030_processed_small.mp4,videos/episode_000030_processed_small.jpg
30 Min Play Data (YAM),Move the green bar to rack,Rack / Bar to rack,Office,Rack,Bar to rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000031_processed_small.mp4,videos/episode_000031_processed_small.mp4,videos/episode_000031_processed_small.jpg
30 Min Play Data (YAM),Move the green bar to rack,Rack / Bar to rack,Office,Rack,Bar to rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000032_processed_small.mp4,videos/episode_000032_processed_small.mp4,videos/episode_000032_processed_small.jpg
30 Min Play Data (YAM),Move the green bar to rack,Rack / Bar to rack,Office,Rack,Bar to rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000033_processed_small.mp4,videos/episode_000033_processed_small.mp4,videos/episode_000033_processed_small.jpg
30 Min Play Data (YAM),Move the green bar to rack,Rack / Bar to rack,Office,Rack,Bar to rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000034_processed_small.mp4,videos/episode_000034_processed_small.mp4,videos/episode_000034_processed_small.jpg
30 Min Play Data (YAM),Stack the bowls in consecutive sizes on top of the largest bowl.,Bowl / Stack bowls,Kitchen,Dish,Stack bowls,https://dreamzero0.github.io/yam_gallery/videos/episode_000035_processed_small.mp4,videos/episode_000035_processed_small.mp4,videos/episode_000035_processed_small.jpg
30 Min Play Data (YAM),Stack the bowls in consecutive sizes on top of the largest bowl.,Bowl / Stack bowls,Kitchen,Dish,Stack bowls,https://dreamzero0.github.io/yam_gallery/videos/episode_000036_processed_small.mp4,videos/episode_000036_processed_small.mp4,videos/episode_000036_processed_small.jpg
30 Min Play Data (YAM),Stack the bowls in consecutive sizes on top of the largest bowl.,Bowl / Stack bowls,Kitchen,Dish,Stack bowls,https://dreamzero0.github.io/yam_gallery/videos/episode_000037_processed_small.mp4,videos/episode_000037_processed_small.mp4,videos/episode_000037_processed_small.jpg
30 Min Play Data (YAM),Stack the bowls in consecutive sizes on top of the largest bowl.,Bowl / Stack bowls,Kitchen,Dish,Stack bowls,https://dreamzero0.github.io/yam_gallery/videos/episode_000038_processed_small.mp4,videos/episode_000038_processed_small.mp4,videos/episode_000038_processed_small.jpg
30 Min Play Data (YAM),Stack the bowls in consecutive sizes on top of the largest bowl.,Bowl / Stack bowls,Kitchen,Dish,Stack bowls,https://dreamzero0.github.io/yam_gallery/videos/episode_000039_processed_small.mp4,videos/episode_000039_processed_small.mp4,videos/episode_000039_processed_small.jpg
30 Min Play Data (YAM),Take the dishes out of the basket and place them in the dish rack.,Dish / Dish to dish rack,Kitchen,Unknown,Dish to dish rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000040_processed_small.mp4,videos/episode_000040_processed_small.mp4,videos/episode_000040_processed_small.jpg
30 Min Play Data (YAM),Take the dishes out of the basket and place them in the dish rack.,Dish / Dish to dish rack,Kitchen,Unknown,Dish to dish rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000041_processed_small.mp4,videos/episode_000041_processed_small.mp4,videos/episode_000041_processed_small.jpg
30 Min Play Data (YAM),Take the dishes out of the basket and place them in the dish rack.,Dish / Dish to dish rack,Kitchen,Unknown,Dish to dish rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000042_processed_small.mp4,videos/episode_000042_processed_small.mp4,videos/episode_000042_processed_small.jpg
30 Min Play Data (YAM),Take the dishes out of the basket and place them in the dish rack.,Dish / Dish to dish rack,Kitchen,Unknown,Dish to dish rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000043_processed_small.mp4,videos/episode_000043_processed_small.mp4,videos/episode_000043_processed_small.jpg
30 Min Play Data (YAM),Take the dishes out of the basket and place them in the dish rack.,Dish / Dish to dish rack,Kitchen,Unknown,Dish to dish rack,https://dreamzero0.github.io/yam_gallery/videos/episode_000044_processed_small.mp4,videos/episode_000044_processed_small.mp4,videos/episode_000044_processed_small.jpg
30 Min Play Data (YAM),Put the mail into its corresponding mailbox.,Mail / Mail to mailbox,Office,Unknown,Mail to mailbox,https://dreamzero0.github.io/yam_gallery/videos/episode_000045_processed_small.mp4,videos/episode_000045_processed_small.mp4,videos/episode_000045_processed_small.jpg
30 Min Play Data (YAM),"Place the candy into the box and close it, then place the box into the tray matching the candy’s color.",Candy / Candy to box,Kitchen,Mail,Candy to box,https://dreamzero0.github.io/yam_gallery/videos/episode_000046_processed_small.mp4,videos/episode_000046_processed_small.mp4,videos/episode_000046_processed_small.jpg
30 Min Play Data (YAM),Put the mail into its corresponding mailbox.,Mail / Mail to mailbox,Office,Unknown,Mail to mailbox,https://dreamzero0.github.io/yam_gallery/videos/episode_000047_processed_small.mp4,videos/episode_000047_processed_small.mp4,videos/episode_000047_processed_small.jpg
30 Min Play Data (YAM),"Place the candy into the box and close it, then place the box into the tray matching the candy’s color.",Candy / Candy to box,Kitchen,Mail,Candy to box,https://dreamzero0.github.io/yam_gallery/videos/episode_000048_processed_small.mp4,videos/episode_000048_processed_small.mp4,videos/episode_000048_processed_small.jpg
30 Min Play Data (YAM),Put the mail into its corresponding mailbox.,Mail / Mail to mailbox,Office,Unknown,Mail to mailbox,https://dreamzero0.github.io/yam_gallery/videos/episode_000049_processed_small.mp4,videos/episode_000049_processed_small.mp4,videos/episode_000049_processed_small.jpg
30 Min Play Data (YAM),"Place the candy into the box and close it, then place the box into the tray matching the candy’s color.",Candy / Candy to box,Kitchen,Mail,Candy to box,https://dreamzero0.github.io/yam_gallery/videos/episode_000050_processed_small.mp4,videos/episode_000050_processed_small.mp4,videos/episode_000050_processed_small.jpg
30 Min Play Data (YAM),"Place the candy into the box and close it, then place the box into the tray matching the candy’s color.",Candy / Candy to box,Kitchen,Mail,Candy to box,https://dreamzero0.github.io/yam_gallery/videos/episode_000051_processed_small.mp4,videos/episode_000051_processed_small.mp4,videos/episode_000051_processed_small.jpg
30 Min Play Data (YAM),Put the mail into its corresponding mailbox.,Mail / Mail to mailbox,Office,Unknown,Mail to mailbox,https://dreamzero0.github.io/yam_gallery/videos/episode_000052_processed_small.mp4,videos/episode_000052_processed_small.mp4,videos/episode_000052_processed_small.jpg
30 Min Play Data (YAM),Put the mail into its corresponding mailbox.,Mail / Mail to mailbox,Office,Unknown,Mail to mailbox,https://dreamzero0.github.io/yam_gallery/videos/episode_000053_processed_small.mp4,videos/episode_000053_processed_small.mp4,videos/episode_000053_processed_small.jpg
30 Min Play Data (YAM),"Place the candy into the box and close it, then place the box into the tray matching the candy’s color.",Candy / Candy to box,Kitchen,Mail,Candy to box,https://dreamzero0.github.io/yam_gallery/videos/episode_000054_processed_small.mp4,videos/episode_000054_processed_small.mp4,videos/episode_000054_processed_small.jpg
